State_Name,PC_NAME,CANDIDATES_NAME,Education,SEX,AGE,CATEGORY,PARTY_NAME,PARTY_SYMBOL,Political_History,Politican_Behavior,Work_Done,GENERAL _VOTES,POSTAL_VOTES,TOTAL_VOTES,OVERTOTALELECTORSINCONSTITUENCYVOTE %,OVERTOTALVOTESPOLLEDINCONSTITUENCYVOTE %,TotalElectorsVOTE %
Uttar Pradesh,Maharajganj,MOHANKUMAR,Degree in Sociology,MALE,49,GENERAL,DIN,Almirah,Former Member of Legislative Assembly,Committed and dedicated,Agricultural and rural development,3066,0,3066,0.160070335,0.249832141,1915408
Uttar Pradesh,Maharajganj,SUMIT,Degree in Economics,MALE,31,GENERAL,JKiP,Tractor Chalata Kisan,Incumbent,Transparent and accountable,Economic development,5183,0,5183,0.27059509,0.422335287,1915408
Uttar Pradesh,Maharajganj,PRAMOD KUMAR,Degree in Conservation,MALE,36,GENERAL,DIN,Plastering Trowel,Former Mayor,Ethical and Principled,Healthcare improvement,2236,0,2236,0.116737531,0.182199827,1915408
Uttar Pradesh,Maharajganj,MANISH,Medical degree (MD or MBBS),MALE,38,SC,BMUP,Cot,Former Member of Board of Supervisors,Fair and just,Healthcare improvement,1530,4,1534,0.080087376,0.124997555,1915408
Uttar Pradesh,Maharajganj,AMARJEET,Degree in Conservation,MALE,51,SC,DIN,Helicopter,Former Member of City Council,Empathetic and compassionate,Environmental protection,2254,0,2254,0.117677278,0.183666552,1915408
Uttar Pradesh,Maharajganj,PANNELAL,Law degree (Juris Doctor or LL.B.),MALE,33,SC,DIN,Auto- Rickshaw,Incumbent,Committed and dedicated,Infrastructure development,3871,1,3872,0.202150142,0.315508823,1915408
Uttar Pradesh,Maharajganj,LALDHARI YADAV,High School Diploma,MALE,42,GENERAL,DIN,Ganna Kisan,Incumbent,Adaptable and flexible,Technology and innovation initiatives,5386,1,5387,0.281245562,0.438958169,1915408
Uttar Pradesh,Maharajganj,SHIV CHARAN,Law degree (Juris Doctor or LL.B.),MALE,30,GENERAL,jhspt,Boat with Man and Sail,Former Member of Board of Trustees,Decisive and assertive,Job creation initiatives,1431,0,1431,0.074709931,0.11660463,1915408
Uttar Pradesh,Gorakhpur,Shyamnarayan Yadav,PhD in Political Science,MALE,49,GENERAL,PSPL,Key,Former Member of Parliament,Innovative and forward-thinking,Legislative and policy initiatives,2702,6,2708,0.136685044,0.228537671,1981197
Uttar Pradesh,Gorakhpur,RavNIDra Shyamnarayan Shukla alias Ravi Kishan,Degree in Sociology,MALE,51,GENERAL,JBP,Rose,Former Member of County Council,Consistent and reliable,Economic development,715010,2112,717122,36.19640046,60.52045488,1981197
Uttar Pradesh,Gorakhpur,Rambhual Nishad,Degree in Conservation,MALE,58,GENERAL,SP,Bicycle,Other relevant political positions,Transparent and accountable,Social welfare initiatives,414340,1118,415458,20.97004992,35.06196595,1981197
Uttar Pradesh,Gorakhpur,Jai Prakash Mishra,Bachelor of Arts,MALE,52,GENERAL,RAPI,Helicopter,Incumbent,Decisive and assertive,Other relevant work,1335,1,1336,0.067433981,0.112749752,1981197
Uttar Pradesh,Gorakhpur,Abhishek Chandrakant,Degree in Education,MALE,30,GENERAL,SBSP,Walking Stick,Former Member of County Council,Adaptable and flexible,Other relevant work,4317,2,4319,0.217999523,0.364495643,1981197
Uttar Pradesh,Gorakhpur,Jitendra Kumar,Law degree (Juris Doctor or LL.B.),MALE,31,SC,JD,Cot,Former Governor,Collaborative and cooperative,Legislative and policy initiatives,1572,0,1572,0.079345971,0.132666624,1981197
Uttar Pradesh,Gorakhpur,Madhusudan Tripathi,PhD in Political Science,MALE,64,GENERAL,NIC,Mango,Former Member of Parliament,Innovative and forward-thinking,Cultural and arts initiatives,22855,117,22972,1.159501049,1.938688103,1981197
Uttar Pradesh,Gorakhpur,Subhash Chandrakantra Dubey,MBA (Master of Business Administration),MALE,73,GENERAL,SP(I),Ganna Kisan,Former Member of Legislative Assembly,Committed and dedicated,Social welfare initiatives,1982,0,1982,0.100040531,0.167267971,1981197
Uttar Pradesh,Gorakhpur,Awadhesh Kumar Singh,Degree in Conservation,MALE,63,GENERAL,SHF,Latch,Former Senator,Adaptable and flexible,Infrastructure development,1305,1,1306,0.065919744,0.110217946,1981197
Uttar Pradesh,Gorakhpur,Dr. Ashish Kumar Singh,PhD in Political Science,MALE,40,GENERAL,CPI,Ears of Corn And Sickle,Former Member of School Board,Ethical and Principled,Social welfare initiatives,8157,15,8172,0.412477911,0.689663903,1981197
Uttar Pradesh,Kushi Nagar,AMIRUDDIN,Degree in Economics,MALE,42,GENERAL,ADUP,Tractor Chalata Kisan,Former Member of Congress,Ethical and Principled,Community development,8540,1,8541,0.484853233,0.810873163,1761564
Uttar Pradesh,Kushi Nagar,N.P. KUSHWAHA ALIAS NATHUNI PRASAD KUSHWAHA,Associate Degree,MALE,65,GENERAL,SP,Bicycle,Former Senator,Collaborative and cooperative,Job creation initiatives,257776,1703,259479,14.73003535,24.63465137,1761564
Uttar Pradesh,Kushi Nagar,GUDDI KINNAR,Degree in Conservation,THIRD,37,GENERAL,DIN,Sewing Machine,Former Member of County Council,Open-Minded and Inclusive,Transportation improvements,5881,0,5881,0.333851055,0.558335683,1761564
Uttar Pradesh,Kushi Nagar,LALITA,Degree in Education,FEMALE,36,GENERAL,ABNNP,Tea Filter,Former Mayor,Ethical and Principled,Healthcare improvement,2755,4,2759,0.156622183,0.261936431,1761564
Uttar Pradesh,Kushi Nagar,DR GANESH,High School Diploma,MALE,41,GENERAL,ABGP,Battery torch,Former Member of Board of Trustees,Open-Minded and Inclusive,Job creation initiatives,1822,9,1831,0.103941725,0.17383313,1761564
Uttar Pradesh,Kushi Nagar,RAJIV,Degree in History,MALE,33,GENERAL,SBSP,Walking Stick,Former Member of Legislative Assembly,Empathetic and compassionate,International relations and diplomacy,8449,5,8454,0.47991444,0.802613478,1761564
Uttar Pradesh,Kushi Nagar,P.C. KUREEL,PhD in Economics,MALE,62,SC,INL,Iron,Former Member of Board of Supervisors,Consistent and reliable,Transportation improvements,3072,0,3072,0.174390485,0.291652307,1761564
Uttar Pradesh,Kushi Nagar,KUNWER RATANJIT PRATAP NARAYAN SINGH,PhD in Economics,MALE,55,GENERAL,NIC,Mango,Former Member of Congress,Collaborative and cooperative,Social welfare initiatives,145495,656,146151,8.296661376,13.87541548,1761564
Uttar Pradesh,Kushi Nagar,VIJAY KUMAR DUBEY,Associate Degree,MALE,50,GENERAL,JBP,Rose,Former Member of Board of Trustees,Adaptable and flexible,Housing initiatives,595508,1531,597039,33.8925523,56.68222715,1761564
Uttar Pradesh,Kushi Nagar,ARVNID YADAV,Other relevant degrees or certifications,MALE,46,GENERAL,MICP,Saw,Former Member of City Council,Empathetic and compassionate,Job creation initiatives,1405,1,1406,0.079815437,0.133484096,1761564
Uttar Pradesh,Kushi Nagar,UMESH SINGH,Law degree (Juris Doctor or LL.B.),MALE,38,GENERAL,BSCP,FLUTE,Former Member of Board of Aldermen,Responsive and accessible,Healthcare improvement,1602,3,1605,0.091112216,0.152376938,1761564
Uttar Pradesh,Kushi Nagar,USMAN,Bachelor of Arts,MALE,58,GENERAL,PECP,Glass Tumbler,Other relevant political positions,Engaging and inspiring,Agricultural and rural development,2714,1,2715,0.154124403,0.257759119,1761564
Uttar Pradesh,Kushi Nagar,RAM PRATAP,Medical degree (MD or MBBS),MALE,42,GENERAL,PMPT,Batsman,Former Governor,Other relevant behaviors,Social welfare initiatives,2366,3,2369,0.134482766,0.224910259,1761564
Uttar Pradesh,Kushi Nagar,SHIV KUMAR,Degree in Sociology,MALE,49,GENERAL,DIN,Switchboard,Former Member of City Council,Respectful and courteous,Legislative and policy initiatives,3518,0,3518,0.199708895,0.333995057,1761564
Uttar Pradesh,Deoria,BINOD KUMAR JAISWAL,Bachelor of Arts,MALE,56,GENERAL,BSP,Elephant,Former Member of Parliament,Other relevant behaviors,Agricultural and rural development,327728,2985,330713,18.85269312,32.56344058,1754195
Uttar Pradesh,Deoria,ONKAR SINGH,Law degree (Juris Doctor or LL.B.),MALE,43,GENERAL,SaSaP,BENCH,Former Member of Legislative Assembly,Fair and just,Infrastructure development,2386,31,2417,0.137783998,0.237988334,1754195
Uttar Pradesh,Deoria,NIYAZ AHMED,Degree in Economics,MALE,57,GENERAL,NIC,Mango,Former Member of Board of Aldermen,Transparent and accountable,Legislative and policy initiatives,50749,307,51056,2.910508809,5.027195853,1754195
Uttar Pradesh,Deoria,ChandrakantAN KUMAR YADAV,MBA (Master of Business Administration),MALE,31,GENERAL,RUC,Kettle,Former Member of Board of Aldermen,Consistent and reliable,Public safety initiatives,3299,6,3305,0.188405508,0.325424677,1754195
Uttar Pradesh,Deoria,RAMAPATI RAM TRIPATHI,PhD in Political Science,MALE,69,GENERAL,JBP,Rose,Former Member of Parliament,Committed and dedicated,Public safety initiatives,577617,3027,580644,33.10031097,57.17273404,1754195
Uttar Pradesh,Deoria,MANOJ KUMAR MISHRA,Degree in Economics,MALE,45,GENERAL,MNVP,Cup & Saucer,Former Member of Board of Commissioners,Committed and dedicated,Cultural and arts initiatives,3957,5,3962,0.225858585,0.390115755,1754195
Uttar Pradesh,Deoria,JITENDRA,Bachelor of Arts,MALE,43,GENERAL,SBSP,Walking Stick,Other relevant political positions,Decisive and assertive,Other relevant work,4867,1,4868,0.277506207,0.479324456,1754195
Uttar Pradesh,Deoria,BRIJENDRA MANI TRIPATHI,Degree in Sociology,MALE,51,GENERAL,DIN,Air Conditioner,Former Member of School Board,Responsive and accessible,Cultural and arts initiatives,5702,0,5702,0.325049382,0.561443724,1754195
Uttar Pradesh,Deoria,RAMASHISH RAI,Associate Degree,MALE,55,GENERAL,DIN,Helicopter,Other relevant political positions,Honest and trustworthy,International relations and diplomacy,7866,36,7902,0.450463033,0.778065294,1754195
Uttar Pradesh,Deoria,ISRAR AHAMAD,Degree in Sociology,MALE,45,GENERAL,BAEP,Scissors,Former Member of Board of Aldermen,Open-Minded and Inclusive,Other relevant work,8158,6,8164,0.465398659,0.803862953,1754195
Uttar Pradesh,Deoria,BIRJA,Other relevant degrees or certifications,MALE,46,GENERAL,PECP,Glass Tumbler,Other relevant political positions,Fair and just,Environmental protection,3209,0,3209,0.182932912,0.315972099,1754195
Uttar Pradesh,Bansgaon,Kamlesh Paswan,Degree in History,MALE,42,SC,JBP,Rose,Former Member of Legislative Assembly,Empathetic and compassionate,Economic development,544434,2239,546673,31.21601729,56.37065199,1751258
Uttar Pradesh,Bansgaon,Sadal Prasad,Bachelor of Arts,MALE,62,SC,BSP,Elephant,Incumbent,Other relevant behaviors,Job creation initiatives,391441,1764,393205,22.45271685,40.54566846,1751258
Uttar Pradesh,Bansgaon,Surendra Prasad,Associate Degree,MALE,33,SC,PSPL,Key,Former Member of Board of Trustees,Respectful and courteous,Cultural and arts initiatives,8685,32,8717,0.49775647,0.898860879,1751258
Uttar Pradesh,Bansgaon,LalChandrakant Prasad,Master's degree in Public Administration,MALE,49,SC,DIN,Drill Machine,Former Governor,Engaging and inspiring,Housing initiatives,6444,4,6448,0.368192465,0.664891012,1751258
Uttar Pradesh,Lalganj,Sangeeta Azad,Law degree (Juris Doctor or LL.B.),FEMALE,44,SC,BSP,Elephant,Former Senator,Honest and trustworthy,Infrastructure development,517545,1275,518820,29.61335175,53.98391782,1751980
Uttar Pradesh,Lalganj,Pankaj Mohan Sonkar,Degree in History,MALE,29,SC,NIC,Mango,Former Member of School Board,Responsive and accessible,Transportation improvements,17603,27,17630,1.006290026,1.834425179,1751980
Uttar Pradesh,Lalganj,Neelam Sonker,Law degree (Juris Doctor or LL.B.),FEMALE,43,SC,JBP,Rose,Former Member of Board of Aldermen,Consistent and reliable,Community development,356328,895,357223,20.3896734,37.16953293,1751980
Uttar Pradesh,Lalganj,Trilokinath,Associate Degree,MALE,62,SC,CPI,Ears of Corn And Sickle,Former Member of County Council,Honest and trustworthy,Cultural and arts initiatives,8838,5,8843,0.504743205,0.920126027,1751980
Uttar Pradesh,Lalganj,RamChandrakantar,Other relevant degrees or certifications,MALE,48,SC,DIN,Auto- Rickshaw,Former Senator,Committed and dedicated,Environmental protection,7325,0,7325,0.41809838,0.762176088,1751980
Uttar Pradesh,Lalganj,Akhilesh,High School Diploma,MALE,43,SC,DIN,Gas CylDINer,Former Member of Board of Supervisors,Engaging and inspiring,International relations and diplomacy,3225,7,3232,0.184476992,0.336293941,1751980
Uttar Pradesh,Lalganj,Hemraj Paswan,Degree in History,MALE,66,SC,PSPL,Key,Former Member of Board of Supervisors,Other relevant behaviors,Education reform,2310,10,2320,0.132421603,0.241399116,1751980
Uttar Pradesh,Lalganj,Pintoo,Degree in History,MALE,44,SC,KBD,Plastering Trowel,Former Member of Legislative Council,Open-Minded and Inclusive,International relations and diplomacy,1642,0,1642,0.093722531,0.170852305,1751980
Uttar Pradesh,Lalganj,Lcchiman Kannooizya,Bachelor of Arts,MALE,65,SC,PRJP,Ring,Former Member of School Board,Responsive and accessible,Education reform,1880,0,1880,0.107307161,0.195616525,1751980
Uttar Pradesh,Lalganj,Radheshyam Gautam,High School Diploma,MALE,40,SC,RUC,Kettle,Former Member of Board of Trustees,Fair and just,Job creation initiatives,6091,2,6093,0.347777943,0.633984833,1751980
Uttar Pradesh,Lalganj,Dr. Deelip Kumar Saroj,Law degree (Juris Doctor or LL.B.),MALE,45,SC,SBSP,Walking Stick,Former Senator,Responsive and accessible,Agricultural and rural development,17924,3,17927,1.023242274,1.865328428,1751980
Uttar Pradesh,Lalganj,Subash Saroj,Other relevant degrees or certifications,MALE,45,SC,DIN,Air Conditioner,Former Governor,Consistent and reliable,Economic development,3282,0,3282,0.187330906,0.341496508,1751980
Uttar Pradesh,Lalganj,Engineer Ajeet Sonkar,MBA (Master of Business Administration),MALE,34,SC,AAAP,Broom,First-time candidate,Decisive and assertive,Environmental protection,4517,3,4520,0.257993813,0.470312071,1751980
Uttar Pradesh,Lalganj,Chandrakantrashekhar,Engineering degree (B.E. or B.Tech),MALE,48,SC,BHAPRAP,Ludo,Former Member of County Council,Decisive and assertive,Economic development,1608,0,1608,0.09178187,0.16731456,1751980
Uttar Pradesh,Lalganj,Santosh Kumar,Degree in History,MALE,32,SC,DIN,Sewing Machine,Former Member of Board of Commissioners,Fair and just,Social welfare initiatives,3163,0,3163,0.180538591,0.329114398,1751980
Uttar Pradesh,Azamgarh,Akhilesh Yadav,Degree in Sociology,MALE,45,GENERAL,SP,Bicycle,Former Member of School Board,Fair and just,Housing initiatives,619594,1984,621578,34.74117579,60.3593333,1789168
Uttar Pradesh,Azamgarh,Dinesh Lal Yadav Nirahua,Engineering degree (B.E. or B.Tech),MALE,40,GENERAL,JBP,Rose,Former Member of Board of Aldermen,Honest and trustworthy,Healthcare improvement,360255,1449,361704,20.21632401,35.12384977,1789168
Uttar Pradesh,Azamgarh,Gorakhram Nishad,Law degree (Juris Doctor or LL.B.),MALE,55,GENERAL,DIN,Scissors,Former Member of Legislative Council,Innovative and forward-thinking,Legislative and policy initiatives,1247,3,1250,0.069864876,0.121383264,1789168
Uttar Pradesh,Azamgarh,Pramod Tiwari,PhD in Political Science,MALE,45,GENERAL,JKiP,Tractor Chalata Kisan,Former Mayor,Ethical and Principled,Environmental protection,3148,0,3148,0.175947703,0.305691613,1789168
Uttar Pradesh,Azamgarh,Dr. Rajeev Pandey,MBA (Master of Business Administration),MALE,40,GENERAL,DIN,Shoe,Former Member of Legislative Assembly,Open-Minded and Inclusive,Job creation initiatives,3737,2,3739,0.208979816,0.36308162,1789168
Uttar Pradesh,Azamgarh,Anil Singh,High School Diploma,MALE,41,GENERAL,RUC,Kettle,Former Member of School Board,Respectful and courteous,Education reform,6761,2,6763,0.377996924,0.656732013,1789168
Uttar Pradesh,Azamgarh,Rajiv Talwar,Degree in Environmental Science,MALE,43,GENERAL,DIN,Toffee,First-time candidate,Fair and just,Healthcare improvement,2203,1,2204,0.123185749,0.214022972,1789168
Uttar Pradesh,Azamgarh,MohNIDer Kumar,Degree in Sociology,MALE,46,GENERAL,SaDa,Pan,Former Member of Board of Commissioners,Responsive and accessible,Education reform,2899,2,2901,0.162142404,0.28170628,1789168
Uttar Pradesh,Azamgarh,Gaurav Singh,Law degree (Juris Doctor or LL.B.),MALE,26,GENERAL,DIN,School Bag,Former Member of Legislative Council,Committed and dedicated,Economic development,1431,1,1432,0.080037202,0.139056668,1789168
Uttar Pradesh,Azamgarh,Abhimanyu Singh Sunny,Degree in Economics,MALE,28,GENERAL,SBSP,Walking Stick,Former Mayor,Consistent and reliable,Social welfare initiatives,10077,1,10078,0.563278574,0.97864043,1789168
Uttar Pradesh,Azamgarh,ArvNID Kumar Pandey,Degree in Conservation,MALE,41,GENERAL,NEP,Television,Former Senator,Fair and just,Environmental protection,947,2,949,0.053041414,0.092154174,1789168
Uttar Pradesh,Azamgarh,Ehsan Ahmed,Degree in Education,MALE,38,GENERAL,NAP,Whistle,Former Senator,Empathetic and compassionate,Economic development,976,0,976,0.054550495,0.094776053,1789168
Uttar Pradesh,Azamgarh,Rajaram Gond,Medical degree (MD or MBBS),MALE,64,GENERAL,DIN,Head Phone,Former Member of Congress,Fair and just,Infrastructure development,1930,1,1931,0.10792726,0.187512867,1789168
Uttar Pradesh,Azamgarh,Budhi Ram,Degree in Sociology,MALE,59,GENERAL,DIN,Stool,Other relevant political positions,Honest and trustworthy,Agricultural and rural development,2098,0,2098,0.117261207,0.203729671,1789168
Uttar Pradesh,Azamgarh,Pawan Singh Samrat,Master of Science,MALE,34,GENERAL,AJPI,Helicopter,Former Member of Board of Supervisors,Transparent and accountable,Infrastructure development,1106,0,1106,0.061816442,0.107399912,1789168
Uttar Pradesh,Ghosi,SHEFKAT TAKI,Degree in Economics,MALE,40,GENERAL,PECP,Glass Tumbler,Former Member of School Board,Collaborative and cooperative,Healthcare improvement,3960,0,3960,0.198830016,0.346918036,1991651
Uttar Pradesh,Ghosi,BALKRISHNA,Associate Degree,MALE,70,GENERAL,NIC,Mango,Former Member of School Board,Consistent and reliable,Infrastructure development,23695,117,23812,1.195590995,2.086063707,1991651
Uttar Pradesh,Ghosi,KISHAN LAL,Engineering degree (B.E. or B.Tech),MALE,46,ST,RKSP,Road Roller,Former Senator,Committed and dedicated,Education reform,3508,27,3535,0.177490936,0.309685671,1991651
Uttar Pradesh,Ghosi,MAHENDRA,Degree in History,MALE,53,GENERAL,SBSP,Walking Stick,Former Member of Board of Supervisors,Engaging and inspiring,Cultural and arts initiatives,39842,18,39860,2.001354655,3.491957809,1991651
Uttar Pradesh,Ghosi,ATUL KUMAR SINGH,Degree in Conservation,MALE,36,GENERAL,BSP,Elephant,Former Governor,Other relevant behaviors,Housing initiatives,572459,1370,573829,28.81172454,50.27061359,1991651
Uttar Pradesh,Ghosi,RAJESH,Master's degree in Public Administration,MALE,44,ST,DIN,Saw,First-time candidate,Honest and trustworthy,Healthcare improvement,3653,8,3661,0.183817346,0.320723972,1991651
Uttar Pradesh,Ghosi,PARAS,Master's degree in Public Administration,MALE,66,GENERAL,RJBVP,Helicopter,Former Member of Board of Supervisors,Transparent and accountable,Education reform,1599,1,1600,0.08033536,0.140168904,1991651
Uttar Pradesh,Ghosi,PRAVEEN KUMAR SINGH,Medical degree (MD or MBBS),MALE,45,GENERAL,DIN,Almirah,Former Member of Board of Supervisors,Respectful and courteous,International relations and diplomacy,1230,0,1230,0.061757808,0.107754845,1991651
Uttar Pradesh,Ghosi,SURYA KUMAR,Bachelor of Arts,MALE,32,GENERAL,DIN,Air Conditioner,Former Member of County Council,Empathetic and compassionate,Job creation initiatives,2156,3,2159,0.108402526,0.189140414,1991651
Uttar Pradesh,Ghosi,SURJEET KUMAR,Degree in Economics,MALE,52,GENERAL,DIN,Bat,Other relevant political positions,Respectful and courteous,Other relevant work,2884,2,2886,0.144904906,0.25282966,1991651
Uttar Pradesh,Ghosi,HARINARAYAN,Associate Degree,MALE,78,GENERAL,JBP,Rose,First-time candidate,Innovative and forward-thinking,Environmental protection,449212,2049,451261,22.65763429,39.53297473,1991651
Uttar Pradesh,Ghosi,GEETA,Degree in Environmental Science,FEMALE,40,SC,ASP,Battery torch,Former Member of County Council,Decisive and assertive,Economic development,1361,6,1367,0.068636523,0.119756807,1991651
Uttar Pradesh,Ghosi,ABUSHAD,Master of Science,MALE,47,GENERAL,AKSP,Pants,Former Member of Parliament,Other relevant behaviors,Housing initiatives,4908,6,4914,0.246729974,0.430493745,1991651
Uttar Pradesh,Ghosi,ATUL KUMAR SINGH,Master's degree in Public Administration,MALE,64,GENERAL,CPI,Ears of Corn And Sickle,Incumbent,Adaptable and flexible,Education reform,14622,22,14644,0.735269382,1.28289589,1991651
Uttar Pradesh,Ghosi,SANTOSH,Medical degree (MD or MBBS),MALE,37,GENERAL,DIN,Apple,Former Member of City Council,Innovative and forward-thinking,Transportation improvements,6737,2,6739,0.338362494,0.590373901,1991651
Uttar Pradesh,Salempur,R S KUSHWAHA,Degree in Education,MALE,62,GENERAL,BSP,Elephant,Former Member of County Council,Fair and just,Job creation initiatives,352381,2944,355325,21.31163175,38.45088362,1667282
Uttar Pradesh,Salempur,VIDYA SHANKER PANDEY,Master's degree in Public Administration,MALE,65,GENERAL,DIN,COCONUT FARM,Former Member of City Council,Responsive and accessible,Community development,2431,3,2434,0.145986102,0.263391123,1667282
Uttar Pradesh,Salempur,RAMJI PRATAP JIGYASU,Degree in Environmental Science,MALE,44,GENERAL,HND,Water Tank,Former Member of Legislative Council,Honest and trustworthy,Social welfare initiatives,1596,2,1598,0.095844614,0.172924821,1667282
Uttar Pradesh,Salempur,RAJESH KUMAR MISHRA,Degree in History,MALE,61,GENERAL,NIC,Mango,Former Member of Parliament,Open-Minded and Inclusive,Technology and innovation initiatives,27045,318,27363,1.641174079,2.961039973,1667282
Uttar Pradesh,Salempur,RAJARAM,High School Diploma,MALE,54,GENERAL,SBSP,Walking Stick,Former Member of County Council,Committed and dedicated,Transportation improvements,33552,16,33568,2.013336676,3.632503374,1667282
Uttar Pradesh,Salempur,RAVNIDER,Degree in Economics,MALE,55,GENERAL,JBP,Rose,Former Member of Board of Aldermen,Consistent and reliable,International relations and diplomacy,464629,3311,467940,28.06603802,50.63732211,1667282
Uttar Pradesh,Salempur,KRIPA SHANKAR PRASAD,MBA (Master of Business Administration),MALE,39,GENERAL,BSSPA,Almirah,Former Governor,Ethical and Principled,Economic development,1292,9,1301,0.078031191,0.140785477,1667282
Uttar Pradesh,Salempur,PUJA PANDEY,Degree in Conservation,FEMALE,33,GENERAL,PSPL,Key,Other relevant political positions,Innovative and forward-thinking,Education reform,1724,33,1757,0.105381093,0.190130732,1667282
Uttar Pradesh,Salempur,AJIMULLAH,Degree in Environmental Science,MALE,64,GENERAL,PECP,Air Conditioner,Former Mayor,Committed and dedicated,Agricultural and rural development,2197,10,2207,0.132371129,0.238826708,1667282
Uttar Pradesh,Salempur,KAILASH CHAUHAN,Law degree (Juris Doctor or LL.B.),MALE,50,GENERAL,JANKRPR,Bat,Former Member of County Council,Open-Minded and Inclusive,Public safety initiatives,2410,10,2420,0.145146412,0.261876137,1667282
Uttar Pradesh,Salempur,VISHRAM,High School Diploma,MALE,40,GENERAL,DIN,Apple,Former Member of Parliament,Consistent and reliable,Housing initiatives,4822,1,4823,0.2892732,0.521912648,1667282
Uttar Pradesh,Salempur,CHHOTELAL,Degree in Sociology,MALE,55,SC,DIN,Tractor Chalata Kisan,Former Member of County Council,Committed and dedicated,Community development,2286,0,2286,0.137109379,0.247375557,1667282
Uttar Pradesh,Salempur,SUMESHWAR NATH TIWARI,Degree in Conservation,MALE,40,GENERAL,RVLP,Coat,Former Member of Congress,Responsive and accessible,Environmental protection,3844,1,3845,0.230614857,0.416080061,1667282
Uttar Pradesh,Salempur,SUNIL KUMAR PANDEY,Other relevant degrees or certifications,MALE,41,GENERAL,DIN,Auto- Rickshaw,Other relevant political positions,Empathetic and compassionate,Other relevant work,6275,1,6276,0.376421025,0.679146544,1667282
Uttar Pradesh,Salempur,MOHD SAROOR ALI,Degree in Education,MALE,40,GENERAL,JAC,Ganna Kisan,Former Member of Parliament,Transparent and accountable,Community development,1565,1,1566,0.093925323,0.169461996,1667282
Uttar Pradesh,Ballia,ARVNID,Bachelor of Arts,MALE,60,GENERAL,BPnJ,Extension Board,Former Governor,Consistent and reliable,Economic development,3895,130,4025,0.220835334,0.406331298,1822625
Uttar Pradesh,Ballia,GOPAL RAM KHARWAR,High School Diploma,MALE,62,ST,GGP,Saw,Former Mayor,Innovative and forward-thinking,Housing initiatives,3950,52,4002,0.219573417,0.404009405,1822625
Uttar Pradesh,Ballia,OM PRAKASH PANDEY,Degree in Economics,MALE,28,GENERAL,DIN,Air Conditioner,Former Member of School Board,Ethical and Principled,Healthcare improvement,1768,7,1775,0.09738701,0.179189579,1822625
Uttar Pradesh,Ballia,Uday Prakash,Degree in Economics,MALE,42,GENERAL,JRPa,Scissors,Other relevant political positions,Ethical and Principled,International relations and diplomacy,1352,7,1359,0.074562787,0.137193598,1822625
Uttar Pradesh,Ballia,Major Ramesh Chandrakantra Upadhyay,Master of Science,MALE,67,GENERAL,DIN,DIAMOND,Former Member of Legislative Assembly,Honest and trustworthy,Legislative and policy initiatives,5435,5,5440,0.298470612,0.549178201,1822625
Uttar Pradesh,Ballia,Vinod,Law degree (Juris Doctor or LL.B.),MALE,51,GENERAL,SBSP,Walking Stick,Former Member of School Board,Other relevant behaviors,Community development,35874,26,35900,1.969686578,3.624172321,1822625
Uttar Pradesh,Ballia,Virendra Singh,Law degree (Juris Doctor or LL.B.),MALE,62,GENERAL,JBP,Rose,Former Member of Board of Commissioners,Adaptable and flexible,International relations and diplomacy,464039,5075,469114,25.73837185,47.357938,1822625
Uttar Pradesh,Ballia,Janmejay Kumar Prajapati,Degree in Environmental Science,MALE,26,GENERAL,BSSPA,Batsman,Former Member of Board of Commissioners,Engaging and inspiring,International relations and diplomacy,2442,12,2454,0.134640971,0.247735902,1822625
Uttar Pradesh,Ballia,Seema Chauhan,Degree in Conservation,FEMALE,30,GENERAL,JANKRPR,Bat,Former Member of Legislative Assembly,Committed and dedicated,Legislative and policy initiatives,2409,44,2453,0.134586105,0.24763495,1822625
Uttar Pradesh,Ballia,Sanatan Pandey,Associate Degree,MALE,56,GENERAL,SP,Bicycle,Former Member of Board of Commissioners,Honest and trustworthy,Transportation improvements,450408,3187,453595,24.88690762,45.79126585,1822625
Uttar Pradesh,Jaunpur,ASHOK KUMAR,Medical degree (MD or MBBS),MALE,51,GENERAL,DIN,Bottle,Former Member of Board of Supervisors,Ethical and Principled,Job creation initiatives,1187,0,1187,0.063544714,0.113933807,1867976
Uttar Pradesh,Jaunpur,BRIJESH KUMAR,High School Diploma,MALE,29,GENERAL,SBSP,Walking Stick,Former Member of Congress,Innovative and forward-thinking,Job creation initiatives,5465,1,5466,0.292616179,0.524652224,1867976
Uttar Pradesh,Jaunpur,VISHOK KUMAR VISHWAKARMA,Other relevant degrees or certifications,MALE,41,GENERAL,NJANP,Drill Machine,Former Member of Board of Supervisors,Engaging and inspiring,Healthcare improvement,2446,1,2447,0.1309974,0.234874495,1867976
Uttar Pradesh,Jaunpur,SHYAM SINGH YADAV,Degree in Sociology,MALE,65,GENERAL,BSP,Elephant,Other relevant political positions,Adaptable and flexible,Other relevant work,520046,1082,521128,27.89800297,50.02030076,1867976
Uttar Pradesh,Jaunpur,KRISHNA PRATAP SINGH K.P.,Degree in Economics,MALE,42,GENERAL,JBP,Rose,Former Member of Board of Aldermen,Open-Minded and Inclusive,Job creation initiatives,439292,900,440192,23.56518499,42.25168525,1867976
